78,178,90,92,2,75,88,168,90
78,178,90,92,179,80,88,168,90
58,152,120,92,179,80,68,142,120
38,127,135,132,179,25,48,117,125
8,179,75,142,179,25,18,179,75
38,179,60,42,2,90,48,179,60
83,179,75,87,179,90,93,179,75
78,179,85,97,179,75,88,179,85
58,152,120,92,179,80,68,142,120
38,127,135,132,179,25,48,117,125
8,179,75,142,179,25,18,179,75
38,179,60,42,2,90,48,179,60
83,179,75,87,179,90,93,179,75
78,179,85,97,179,75,88,179,85
