102,65,90,92,179,75,92,165,90
68,65,144,92,179,77,58,165,144
58,136,47,152,179,2,48,179,47
78,122,35,48,2,106,68,179,35
150,65,59,80,2,59,140,165,59
68,65,144,92,179,77,58,165,144
58,136,47,152,179,2,48,179,47
78,122,35,48,2,106,68,179,35
150,65,59,80,2,59,140,165,59
58,136,47,152,179,2,48,179,47
78,122,35,48,2,106,68,179,35
150,65,59,80,2,59,140,165,59
68,65,144,92,179,77,58,165,144
58,136,47,152,179,2,48,179,47
78,122,35,48,2,106,68,179,35
150,65,59,80,2,59,140,165,59
